,task-1-epoch-4,task-2-epoch-9,task-3-epoch-14,task-4-epoch-19,task-5-epoch-24
0,0.3932425379753113,0.25282275676727295,0.30990123748779297,0.38321158289909363,0.5942972898483276
1,0.2809772491455078,0.2257107049226761,0.3023281693458557,0.34220433235168457,0.4587870240211487
2,0.2508947253227234,0.18373997509479523,0.24572539329528809,0.2739361524581909,0.36929428577423096
3,0.2407032996416092,0.1659841537475586,0.21588034927845,0.22476570308208466,0.30770885944366455
4,0.18481788039207458,0.1618310809135437,0.19568577408790588,0.2134179323911667,0.2863166928291321
5,0.17415037751197815,0.15624818205833435,0.17812375724315643,0.2024613916873932,0.27675047516822815
6,0.1471635103225708,0.13694816827774048,0.16536320745944977,0.1941545009613037,0.250075101852417
7,0.12842819094657898,0.12975239753723145,0.14301545917987823,0.1420656442642212,0.19525988399982452
8,0.12549999356269836,0.09493519365787506,0.12703382968902588,0.13539831340312958,0.18645115196704865
9,0.11362126469612122,0.09104366600513458,0.11025094240903854,0.11873648315668106,0.15108387172222137
10,0.10799083113670349,0.08529093861579895,0.0990356057882309,0.10695425420999527,0.14858263731002808
11,0.10157036781311035,0.0838397741317749,0.09454090893268585,0.10454557090997696,0.13999727368354797
12,0.09002094715833664,0.07703031599521637,0.08775358647108078,0.1011708676815033,0.1266573667526245
13,0.08547571301460266,0.07505551725625992,0.08459969609975815,0.09761200845241547,0.12479238957166672
14,0.08454126119613647,0.07102696597576141,0.08368700742721558,0.09416420757770538,0.11902591586112976
15,0.08349840342998505,0.06950654089450836,0.0807596743106842,0.09117358922958374,0.11255770176649094
16,0.07741573452949524,0.06580856442451477,0.07726594060659409,0.08926879614591599,0.10847694426774979
17,0.07466094195842743,0.063015416264534,0.07516874372959137,0.08343243598937988,0.1081988662481308
18,0.07215715944766998,0.06215233355760574,0.07258960604667664,0.08061380684375763,0.10530875623226166
19,0.07055298984050751,0.058817893266677856,0.0679745003581047,0.07971925288438797,0.10391893982887268
