,1,2,3,4,5
0,0.0005775613346602768,0.0,0.0,0.0,0.0
1,0.000528292140411213,0.0,0.0,0.0,0.0
2,0.0004566339746583253,0.0,0.0,0.0,0.0
3,0.0004246944595593959,0.0,0.0,0.0,0.0
4,0.00042438911594217644,0.0,0.0,0.0,0.0
5,0.0005578578867483884,0.0007798531781882048,0.0,0.0,0.0
6,0.0006160774486605078,0.0005890370788984001,0.0,0.0,0.0
7,0.0006831974923610688,0.0005126895685680211,0.0,0.0,0.0
8,0.0006887782661244273,0.0004617436871863902,0.0,0.0,0.0
9,0.0006698142642155289,0.00044638875257223845,0.0,0.0,0.0
10,0.0009152200952172279,0.0007219535019248724,0.0009428558044135571,0.0,0.0
11,0.0008913475804030895,0.0007988506283611059,0.0007191962433047592,0.0,0.0
12,0.0009344257574528456,0.0009053198009729385,0.000629991439729929,0.0,0.0
13,0.0010315465711057186,0.0009382749397307635,0.0005554992377758026,0.0,0.0
14,0.0009985675677657128,0.000963983117043972,0.000510111698647961,0.0,0.0
15,0.0011163103312253951,0.0011457067504525185,0.0007977686554193497,0.0012359202489256858,0.0
16,0.0010747424237430095,0.0011960470825433732,0.0008537414003163576,0.0009408065123483538,0.0
17,0.0010991033487021923,0.0012416968695819377,0.0008712406933307648,0.0008188475177623332,0.0
18,0.0010970596522092819,0.0013703758656978607,0.000916919494792819,0.0007754813153296709,0.0
19,0.0011113461449742317,0.0013991116344928742,0.0009594273690134286,0.0006947118629701436,0.0
20,0.0016669856831431388,0.002010097175836563,0.0014288056910037995,0.0011207548405975103,0.0017372891172766686
21,0.001506686894595623,0.0018308790951967239,0.0013214896067976951,0.0011260983638465404,0.0012973942272365092
22,0.001358648370206356,0.0017070051431655885,0.0013101212963461876,0.0011136470291763544,0.0011158879164606334
23,0.0012745037458837033,0.0016644643113017082,0.0013398015230894089,0.0011329936303198338,0.0010036146512255072
24,0.0012430024243891239,0.001623502641916275,0.0012939849264919758,0.0011573606781661511,0.0009406316943466664
